!root 429 jump.v.11
!root 356 vote.v.04
!root 150 issue_forth.v.01
!root 454 keep_to_oneself.v.01
!root 154 unbalance.v.01
!root 249 break.v.25
!root 446 shine.v.07
!root 274 commemorate.v.02
!root 671 turn_to.v.02
!root 685 fall_in.v.02
!root 364 give.v.01
537;perform.v.01;stunt.v.02
537;perform.v.01;churn_out.v.01
537;perform.v.01;carry.v.39
537;perform.v.01;blaze_away.v.01
537;perform.v.01;declaim.v.01
537;declaim.v.01;scan.v.06
537;declaim.v.01;elocute.v.01
537;declaim.v.01;perorate.v.02
!root 497 neglect.v.01|exclude.v.01
497;neglect.v.01|exclude.v.01;jump.v.13
497;neglect.v.01|exclude.v.01;forget.v.03
497;neglect.v.01|exclude.v.01;elide.v.01
497;elide.v.01;drop.v.18
!root 677 furlough.v.01|discontinue.v.01
677;furlough.v.01|discontinue.v.01;downsize.v.01
677;furlough.v.01|discontinue.v.01;dash_off.v.01|shave.v.03|neutralize.v.04|hook.v.05|drop.v.07
677;dash_off.v.01|shave.v.03|neutralize.v.04|hook.v.05|drop.v.07;nolle_pros.v.01
677;furlough.v.01|discontinue.v.01;pull_the_plug.v.01
677;furlough.v.01|discontinue.v.01;call_it_quits.v.01
677;furlough.v.01|discontinue.v.01;break.v.26
677;furlough.v.01|discontinue.v.01;retire.v.02
677;retire.v.02;drop_out.v.02
677;furlough.v.01|discontinue.v.01;cheese.v.01
677;furlough.v.01|discontinue.v.01;shut_off.v.01|shut_off.v.02|shut_off.v.03
677;furlough.v.01|discontinue.v.01;sign_off.v.01
677;furlough.v.01|discontinue.v.01;leave_off.v.03
!root 327 join.v.01|meet.v.02|assemble.v.03|collaborate.v.01
327;join.v.01|meet.v.02|assemble.v.03|collaborate.v.01;rejoin.v.01
327;join.v.01|meet.v.02|assemble.v.03|collaborate.v.01;unionize.v.01|unionize.v.02
327;join.v.01|meet.v.02|assemble.v.03|collaborate.v.01;organize.v.05|unionize.v.02|organize.v.02|form.v.01|organize.v.04|mastermind.v.01
327;join.v.01|meet.v.02|assemble.v.03|collaborate.v.01;affiliate.v.02
327;join.v.01|meet.v.02|assemble.v.03|collaborate.v.01;sign_up.v.02
327;sign_up.v.02;enlist.v.01
327;enlist.v.01;conscript.v.01
327;join.v.01|meet.v.02|assemble.v.03|collaborate.v.01;infiltrate.v.02
327;join.v.01|meet.v.02|assemble.v.03|collaborate.v.01;band_oneself.v.01
327;join.v.01|meet.v.02|assemble.v.03|collaborate.v.01;unite.v.01
327;unite.v.01;marry.v.01|marry.v.02
327;unite.v.01;marry.v.01|join.v.04
327;unite.v.01;marry.v.01
327;marry.v.01|marry.v.02;wive.v.02
327;marry.v.01;wive.v.02
327;marry.v.01|join.v.04;wive.v.02
327;marry.v.01|marry.v.02;mismarry.v.01
327;marry.v.01;mismarry.v.01
327;marry.v.01|join.v.04;mismarry.v.01
327;marry.v.01|marry.v.02;wive.v.01
327;marry.v.01;wive.v.01
327;marry.v.01|join.v.04;wive.v.01
327;marry.v.01|marry.v.02;intermarry.v.01
327;marry.v.01;intermarry.v.01
327;marry.v.01|join.v.04;intermarry.v.01
327;marry.v.01|marry.v.02;remarry.v.01
327;marry.v.01;remarry.v.01
327;marry.v.01|join.v.04;remarry.v.01
327;marry.v.01|marry.v.02;inmarry.v.01
327;marry.v.01;inmarry.v.01
327;marry.v.01|join.v.04;inmarry.v.01
327;unite.v.01;ally_with.v.01
327;unite.v.01;confederate.v.02
327;unite.v.01;federalize.v.02|federate.v.02|federate.v.01
327;unite.v.01;consociate.v.01
327;consociate.v.01;walk.v.07
327;unite.v.01;club.v.01
327;unite.v.01;reunify.v.01
327;unite.v.01;league.v.01
327;unite.v.01;band_together.v.01
327;unite.v.01;pair.v.01
327;join.v.01|meet.v.02|assemble.v.03|collaborate.v.01;celebrate.v.02
327;celebrate.v.02;jubilate.v.01
327;celebrate.v.02;receive.v.10
327;celebrate.v.02;party.v.01
327;party.v.01;rave.v.01
327;celebrate.v.02;revel.v.02
327;celebrate.v.02;toast.v.02|revel.v.02
327;revel.v.02;carouse.v.01
327;toast.v.02|revel.v.02;carouse.v.01
327;join.v.01|meet.v.02|assemble.v.03|collaborate.v.01;pick_up.v.11
327;join.v.01|meet.v.02|assemble.v.03|collaborate.v.01;visit.v.03
327;visit.v.03;see.v.12
327;visit.v.03;see.v.11
327;visit.v.03;drop_by.v.01
327;join.v.01|meet.v.02|assemble.v.03|collaborate.v.01;reunite.v.01
327;join.v.01|meet.v.02|assemble.v.03|collaborate.v.01;rendezvous.v.01
327;join.v.01|meet.v.02|assemble.v.03|collaborate.v.01;make.v.25
327;join.v.01|meet.v.02|assemble.v.03|collaborate.v.01;collaborate.v.02
327;join.v.01|meet.v.02|assemble.v.03|collaborate.v.01;play_along.v.01|elapse.v.01|continue.v.01
!root 509 appear.v.02
509;appear.v.02;flash.v.08
509;appear.v.02;flash.v.02
509;appear.v.02;pop_out.v.01
509;appear.v.02;crop_up.v.01
509;appear.v.02;manifest.v.03
509;appear.v.02;come_to_light.v.01
509;appear.v.02;wash_up.v.04
509;appear.v.02;come_to_mind.v.01
509;appear.v.02;outcrop.v.01
509;appear.v.02;emerge.v.01
509;emerge.v.01;burst.v.06
509;emerge.v.01;shell.v.03
509;appear.v.02;emerge.v.03
509;appear.v.02;peep.v.05
509;appear.v.02;come_on.v.01|show.v.08
509;come_on.v.01|show.v.08;register.v.07
509;appear.v.02;get_through.v.03|break_through.v.02|succeed.v.01|survive.v.02
509;appear.v.02;break.v.35
509;appear.v.02;erupt.v.07
509;appear.v.02;erupt.v.04
509;erupt.v.04;dehisce.v.01
509;appear.v.02;prove.v.01|locate.v.01|excavate.v.02|fold.v.01|come_on.v.01
509;appear.v.02;roll_in.v.01
509;appear.v.02;basset.v.01
509;appear.v.02;reappear.v.01
509;reappear.v.01;come_back.v.01
509;reappear.v.01;resurface.v.03
509;appear.v.02;leap_out.v.02
509;appear.v.02;explode.v.04|effloresce.v.01|leap_out.v.02
509;appear.v.02;sally_forth.v.01|leap_out.v.02
509;appear.v.02;turn_out.v.05
!root 586 express.v.02
586;express.v.02;platitudinize.v.01
586;express.v.02;curse.v.03|curse.v.01
586;express.v.02;curse.v.01
586;express.v.02;marvel.v.02
586;express.v.02;hurl.v.03
586;express.v.02;pooh-pooh.v.01
586;express.v.02;state.v.01
586;state.v.01;declare.v.01
586;declare.v.01;promise.v.02
586;declare.v.01;promise.v.01
586;promise.v.01;swear_off.v.01
586;promise.v.01;contract.v.01
586;contract.v.01;rent.v.04
586;contract.v.01;stipulate.v.01
586;stipulate.v.01;provide.v.03
586;contract.v.01;sign.v.03
586;sign.v.03;countersign.v.01
586;sign.v.03;initial.v.01
586;sign.v.03;autograph.v.01
586;sign.v.03;second.v.01|certify.v.04|back.v.01|endorse.v.04
586;second.v.01|certify.v.04|back.v.01|endorse.v.04;cosign.v.02
586;second.v.01|certify.v.04|back.v.01|endorse.v.04;visa.v.01
586;sign.v.03;execute.v.07
586;sign.v.03;ink.v.01
586;sign.v.03;undersign.v.01
586;contract.v.01;stipulate.v.03
586;contract.v.01;rent.v.01
586;profess.v.06;take_the_veil.v.01
586;covenant.v.02;communicate.v.06
586;covenant.v.02;commune.v.02
586;covenant.v.01;bat_mitzvah.v.01
586;covenant.v.01;bar_mitzvah.v.01
586;covenant.v.01;confirm.v.05
586;guarantee.v.01;bail.v.03
586;guarantee.v.01;secure.v.03
586;secure.v.03;certify.v.02
586;guarantee.v.01;stipulate.v.02
586;promise.v.01;undertake.v.03
586;undertake.v.03;underwrite.v.01
586;declare.v.01;decree.v.01
586;decree.v.01;ordain.v.04
586;ordain.v.04;predestine.v.01
586;ordain.v.04;will.v.01
586;ordain.v.04;destine.v.01
586;decree.v.01;ordain.v.01
586;ordain.v.01;legislate.v.01
586;ordain.v.01;reenact.v.02
586;declare.v.01;opine.v.01
586;opine.v.01;editorialize.v.01
586;declare.v.01;consecrate.v.04|purify.v.02
586;declare.v.01;consecrate.v.04
586;consecrate.v.04|purify.v.02;reconsecrate.v.01
586;consecrate.v.04;reconsecrate.v.01
586;declare.v.01;sentence.v.01
586;sentence.v.01;reprobate.v.02
586;sentence.v.01;foredoom.v.01
586;declare.v.01;proclaim.v.02
586;proclaim.v.02;declare.v.08
586;proclaim.v.02;trumpet.v.01
586;proclaim.v.02;clarion.v.02
586;declare.v.01;affirm.v.02|allege.v.01
586;affirm.v.02|allege.v.01;claim.v.04
586;affirm.v.02|allege.v.01;declare.v.03
586;affirm.v.02|allege.v.01;protest.v.03
586;affirm.v.02|allege.v.01;assure.v.02
586;affirm.v.02|allege.v.01;hold.v.16
586;affirm.v.02|allege.v.01;attest.v.02
586;declare.v.01;propose.v.01
586;propose.v.01;proposition.v.01
586;propose.v.01;oust.v.01|dismiss.v.02|expel.v.01|advance.v.02|discard.v.01
586;propose.v.01;move.v.16
586;propose.v.01;postulate.v.02|situate.v.02|submit.v.02
586;propose.v.01;nominate.v.01|raise.v.07|submit.v.02|assert.v.03
586;propose.v.01;feed_back.v.02
586;propose.v.01;preach.v.02|recommend.v.01
586;declare.v.01;take_the_fifth.v.01
586;declare.v.01;account.v.04
586;declare.v.01;testify.v.01
586;declare.v.01;testify.v.01|testify.v.02
586;testify.v.01;vouch.v.01
586;testify.v.01|testify.v.02;vouch.v.01
586;declare.v.01;swear.v.04
586;declare.v.01;count_out.v.01
586;declare.v.01;profess.v.02
586;declare.v.01;condemn.v.02
586;condemn.v.02;explode.v.07
586;condemn.v.02;boo.v.01
586;declare.v.01;plead.v.03
586;declare.v.01;profess.v.04
586;state.v.01;misstate.v.01
586;state.v.01;present.v.02
586;present.v.02;argue.v.03
586;present.v.02;argue.v.01
586;argue.v.01;re-argue.v.01
586;argue.v.01;expostulate.v.01
586;argue.v.01;defend.v.01
586;defend.v.01;hold_up.v.04|stand_up.v.05
586;defend.v.01;uphold.v.02
586;defend.v.01;apologize.v.02|apologize.v.01
586;defend.v.01;cut.v.33|apologize.v.02|rationalize.v.04|rationalize.v.05|rationalize.v.03
586;apologize.v.02|apologize.v.01;relieve.v.01|extenuate.v.01
586;cut.v.33|apologize.v.02|rationalize.v.04|rationalize.v.05|rationalize.v.03;relieve.v.01|extenuate.v.01
586;apologize.v.02|apologize.v.01;plead.v.02
586;cut.v.33|apologize.v.02|rationalize.v.04|rationalize.v.05|rationalize.v.03;plead.v.02
586;apologize.v.02|apologize.v.01;tinge.v.01|discolor.v.03|color.v.05|color.v.03|color.v.04|color.v.01
586;cut.v.33|apologize.v.02|rationalize.v.04|rationalize.v.05|rationalize.v.03;tinge.v.01|discolor.v.03|color.v.05|color.v.03|color.v.04|color.v.01
586;present.v.02;spin.v.07
586;spin.v.07;sugarcoat.v.02
586;state.v.01;pronounce.v.01|articulate.v.05
586;state.v.01;vocalize.v.02|vocalize.v.03|vocalize.v.05|voice.v.02|articulate.v.05
586;state.v.01;precede.v.05
586;precede.v.05;preamble.v.01
586;precede.v.05;prologize.v.01
586;state.v.01;declare.v.07
586;state.v.01;get_out.v.04
586;state.v.01;give.v.04
586;give.v.04;cast.v.02
586;give.v.04;quote.v.02
586;quote.v.02;underquote.v.02
586;state.v.01;sum_up.v.01|summarize.v.02
586;state.v.01;note.v.01|comment.v.01
586;note.v.01|comment.v.01;remonstrate.v.02|signalize.v.03|comment.v.01
586;note.v.01|comment.v.01;criticize.v.02|knock.v.06
586;remonstrate.v.02|signalize.v.03|comment.v.01;criticize.v.02|knock.v.06
586;note.v.01|comment.v.01;knock.v.06
586;remonstrate.v.02|signalize.v.03|comment.v.01;knock.v.06
586;knock.v.06;blame.v.02
586;criticize.v.02|knock.v.06;blame.v.02
586;knock.v.06;call_on_the_carpet.v.01|raise.v.07
586;criticize.v.02|knock.v.06;call_on_the_carpet.v.01|raise.v.07
586;knock.v.06;call_on_the_carpet.v.01|grouch.v.01
586;criticize.v.02|knock.v.06;call_on_the_carpet.v.01|grouch.v.01
586;knock.v.06;call_on_the_carpet.v.01
586;criticize.v.02|knock.v.06;call_on_the_carpet.v.01
586;knock.v.06;beat.v.01|call_on_the_carpet.v.01|flog.v.01
586;criticize.v.02|knock.v.06;beat.v.01|call_on_the_carpet.v.01|flog.v.01
586;knock.v.06;cane.v.01|call_on_the_carpet.v.01
586;criticize.v.02|knock.v.06;cane.v.01|call_on_the_carpet.v.01
586;knock.v.06;chew_the_fat.v.01|chew.v.01|call_on_the_carpet.v.01|yack.v.01
586;criticize.v.02|knock.v.06;chew_the_fat.v.01|chew.v.01|call_on_the_carpet.v.01|yack.v.01
586;call_on_the_carpet.v.01;chastise.v.01|condemn.v.01
586;beat.v.01|call_on_the_carpet.v.01|flog.v.01;chastise.v.01|condemn.v.01
586;chew_the_fat.v.01|chew.v.01|call_on_the_carpet.v.01|yack.v.01;chastise.v.01|condemn.v.01
586;call_on_the_carpet.v.01|grouch.v.01;chastise.v.01|condemn.v.01
586;cane.v.01|call_on_the_carpet.v.01;chastise.v.01|condemn.v.01
586;call_on_the_carpet.v.01|raise.v.07;chastise.v.01|condemn.v.01
586;chastise.v.01|condemn.v.01;flame.v.03
586;call_on_the_carpet.v.01;tell_off.v.01
586;beat.v.01|call_on_the_carpet.v.01|flog.v.01;tell_off.v.01
586;chew_the_fat.v.01|chew.v.01|call_on_the_carpet.v.01|yack.v.01;tell_off.v.01
586;call_on_the_carpet.v.01|grouch.v.01;tell_off.v.01
586;cane.v.01|call_on_the_carpet.v.01;tell_off.v.01
586;call_on_the_carpet.v.01|raise.v.07;tell_off.v.01
586;knock.v.06;admonish.v.03
586;criticize.v.02|knock.v.06;admonish.v.03
586;knock.v.06;come_down.v.05
586;criticize.v.02|knock.v.06;come_down.v.05
586;knock.v.06;deplore.v.01
586;criticize.v.02|knock.v.06;deplore.v.01
586;deplore.v.01;curse.v.03|accurse.v.01
586;deplore.v.01;abhor.v.01|accurse.v.01
586;deplore.v.01;accurse.v.01
586;knock.v.06;belabor.v.02
586;criticize.v.02|knock.v.06;belabor.v.02
586;knock.v.06;nitpick.v.01
586;criticize.v.02|knock.v.06;nitpick.v.01
586;knock.v.06;denounce.v.01
586;criticize.v.02|knock.v.06;denounce.v.01
586;denounce.v.01;fulminate.v.01
586;denounce.v.01;chastise.v.01|condemn.v.01
586;denounce.v.01;chafe.v.04|condemn.v.01
586;denounce.v.01;condemn.v.01
586;knock.v.06;assail.v.01|rape.v.01|attack.v.02
586;criticize.v.02|knock.v.06;assail.v.01|rape.v.01|attack.v.02
586;knock.v.06;attack.v.02
586;criticize.v.02|knock.v.06;attack.v.02
586;attack.v.02;whang.v.03
586;assail.v.01|rape.v.01|attack.v.02;whang.v.03
586;attack.v.02;vitriol.v.02
586;assail.v.01|rape.v.01|attack.v.02;vitriol.v.02
586;attack.v.02;claw.v.04
586;assail.v.01|rape.v.01|attack.v.02;claw.v.04
586;attack.v.02;bombard.v.03
586;assail.v.01|rape.v.01|attack.v.02;bombard.v.03
586;attack.v.02;blister.v.02
586;assail.v.01|rape.v.01|attack.v.02;blister.v.02
586;attack.v.02;ridicule.v.01|abuse.v.03
586;assail.v.01|rape.v.01|attack.v.02;ridicule.v.01|abuse.v.03
586;ridicule.v.01|abuse.v.03;curse.v.02
586;ridicule.v.01|abuse.v.03;vilify.v.01
586;ridicule.v.01|abuse.v.03;slang.v.03
586;attack.v.02;rubbish.v.01
586;assail.v.01|rape.v.01|attack.v.02;rubbish.v.01
586;attack.v.02;rip.v.04
586;assail.v.01|rape.v.01|attack.v.02;rip.v.04
586;knock.v.06;savage.v.02
586;criticize.v.02|knock.v.06;savage.v.02
586;knock.v.06;diminish.v.02|disparage.v.01|minimize.v.03
586;criticize.v.02|knock.v.06;diminish.v.02|disparage.v.01|minimize.v.03
586;diminish.v.02|disparage.v.01|minimize.v.03;pan.v.03
586;diminish.v.02|disparage.v.01|minimize.v.03;take_down.v.02|discredit.v.02|dishonor.v.01
586;diminish.v.02|disparage.v.01|minimize.v.03;defame.v.01|minimize.v.03
586;diminish.v.02|disparage.v.01|minimize.v.03;minimize.v.03
586;diminish.v.02|disparage.v.01|minimize.v.03;talk_down.v.01
586;minimize.v.03;talk_down.v.01
586;defame.v.01|minimize.v.03;talk_down.v.01
586;diminish.v.02|disparage.v.01|minimize.v.03;deprecate.v.02
586;deprecate.v.02;deflate.v.03
586;knock.v.06;reprehend.v.01
586;criticize.v.02|knock.v.06;reprehend.v.01
586;knock.v.06;harsh_on.v.01
586;criticize.v.02|knock.v.06;harsh_on.v.01
586;knock.v.06;reprimand.v.01
586;criticize.v.02|knock.v.06;reprimand.v.01
586;knock.v.06;accuse.v.01|reprimand.v.01
586;criticize.v.02|knock.v.06;accuse.v.01|reprimand.v.01
586;reprimand.v.01;animadvert.v.02
586;accuse.v.01|reprimand.v.01;animadvert.v.02
586;note.v.01|comment.v.01;wisecrack.v.01
586;remonstrate.v.02|signalize.v.03|comment.v.01;wisecrack.v.01
586;note.v.01|comment.v.01;kibitz.v.01
586;remonstrate.v.02|signalize.v.03|comment.v.01;kibitz.v.01
586;state.v.01;answer.v.01
586;answer.v.01;counter.v.01
586;answer.v.01;sass.v.01
586;answer.v.01;refund.v.01|requite.v.01|reward.v.03|retort.v.01
586;answer.v.01;field.v.03
586;answer.v.01;bridle.v.03
586;answer.v.01;call_back.v.03
586;state.v.01;explain.v.02
586;state.v.01;announce.v.02
586;announce.v.02;promulgate.v.02
586;state.v.01;add.v.02
586;add.v.02;toss_in.v.01
586;add.v.02;insert.v.02|slip_in.v.01
586;insert.v.02|slip_in.v.01;spatchcock.v.02
586;express.v.02;represent.v.05
586;represent.v.05;embody.v.03
586;represent.v.05;dramatize.v.02|dramatize.v.01|embroider.v.02
586;dramatize.v.02|dramatize.v.01|embroider.v.02;overdramatize.v.01
586;represent.v.05;misrepresent.v.01|contradict.v.01
586;misrepresent.v.01|contradict.v.01;simulate.v.03|feign.v.01
586;simulate.v.03|feign.v.01;play_possum.v.01
586;simulate.v.03|feign.v.01;talk_through_one's_hat.v.01
586;simulate.v.03|feign.v.01;talk_through_one's_hat.v.01|fudge.v.01|forge.v.02
586;simulate.v.03|feign.v.01;mouth.v.02
586;mouth.v.02;lip-synch.v.01
586;simulate.v.03|feign.v.01;take_a_dive.v.01
586;misrepresent.v.01|contradict.v.01;falsify.v.01
586;misrepresent.v.01|contradict.v.01;falsify.v.01|tinge.v.01|deform.v.05|contort.v.01|twist.v.04
586;misrepresent.v.01|contradict.v.01;falsify.v.01|heave.v.07
586;falsify.v.01|heave.v.07;mangle.v.03
586;falsify.v.01;mangle.v.03
586;falsify.v.01|tinge.v.01|deform.v.05|contort.v.01|twist.v.04;mangle.v.03
586;misrepresent.v.01|contradict.v.01;sentimentalize.v.01
586;represent.v.05;portray.v.01
586;express.v.02;get_off.v.11
586;express.v.02;voice.v.01
586;express.v.02;raise.v.03
586;raise.v.03;advance.v.05|call_up.v.01
586;express.v.02;outshout.v.01|exclaim.v.01
586;express.v.02;exclaim.v.01
586;outshout.v.01|exclaim.v.01;ooh.v.01
586;exclaim.v.01;ooh.v.01
586;outshout.v.01|exclaim.v.01;gee.v.02
586;exclaim.v.01;gee.v.02
586;express.v.02;say.v.08
586;express.v.02;pour_out.v.01
586;express.v.02;drop.v.06
586;express.v.02;breathe.v.05
586;express.v.02;wish.v.03
586;express.v.02;vociferate.v.01|shout.v.02
586;express.v.02;clamor.v.02|clamor.v.01
586;promise.v.01;betroth.v.01|vow.v.01|pledge.v.01
586;betroth.v.01|vow.v.01|pledge.v.01;guarantee.v.01
586;betroth.v.01|vow.v.01|pledge.v.01;covenant.v.02
586;betroth.v.01|vow.v.01|pledge.v.01;covenant.v.01
586;betroth.v.01|vow.v.01|pledge.v.01;profess.v.06
586;betroth.v.01|vow.v.01|pledge.v.01;swear.v.03
586;betroth.v.01|vow.v.01|pledge.v.01;betroth.v.01
!root 670 stick_out.v.01
670;stick_out.v.01;thrust.v.07
670;stick_out.v.01;cantilever.v.01
670;stick_out.v.01;overhang.v.01
670;stick_out.v.01;bulge.v.02
670;bulge.v.02;protuberate.v.02
670;stick_out.v.01;spear.v.02
!root 423 thunder.v.03
!root 228 save.v.03
228;save.v.03;rescue.v.01
228;rescue.v.01;salvage.v.01
228;rescue.v.01;reprieve.v.02
!root 465 rage.v.03
465;rage.v.03;foam_at_the_mouth.v.01
465;rage.v.03;flip_one's_lid.v.01
!root 209 snatch.v.02
!root 636 go.v.16
!root 458 pronounce.v.01|check_out.v.07
458;pronounce.v.01|check_out.v.07;retroflex.v.02
458;pronounce.v.01|check_out.v.07;nasalize.v.01|nasalize.v.02
458;pronounce.v.01|check_out.v.07;sibilate.v.01
458;pronounce.v.01|check_out.v.07;drawl.v.01
458;pronounce.v.01|check_out.v.07;subvocalize.v.01
458;pronounce.v.01|check_out.v.07;twang.v.05
458;pronounce.v.01|check_out.v.07;explode.v.06
458;pronounce.v.01|check_out.v.07;raise.v.20
458;pronounce.v.01|check_out.v.07;syllabify.v.01|syllabize.v.02
458;pronounce.v.01|check_out.v.07;devoice.v.01
458;pronounce.v.01|check_out.v.07;roll.v.15
458;pronounce.v.01|check_out.v.07;mispronounce.v.01
458;pronounce.v.01|check_out.v.07;lisp.v.01
458;pronounce.v.01|check_out.v.07;vocalize.v.03
458;pronounce.v.01|check_out.v.07;vocalize.v.02|vocalize.v.03|vocalize.v.05|voice.v.02|articulate.v.05
458;pronounce.v.01|check_out.v.07;trill.v.01
458;vocalize.v.02|vocalize.v.03|vocalize.v.05|voice.v.02|articulate.v.05;chirk.v.01
458;vocalize.v.02|vocalize.v.03|vocalize.v.05|voice.v.02|articulate.v.05;quaver.v.01
458;pronounce.v.01|check_out.v.07;round.v.03
458;pronounce.v.01|check_out.v.07;palatalize.v.01
458;pronounce.v.01|check_out.v.07;lilt.v.01
458;pronounce.v.01|check_out.v.07;stress.v.02|stress.v.01
458;pronounce.v.01|check_out.v.07;flap.v.06
458;pronounce.v.01|check_out.v.07;aspirate.v.02
458;pronounce.v.01|check_out.v.07;click.v.05
!root 381 rise.v.12
!root 426 think_of.v.03|watch.v.04
426;think_of.v.03|watch.v.04;sit_by.v.01
!root 647 take_down.v.02|discredit.v.02|dishonor.v.01
647;take_down.v.02|discredit.v.02|dishonor.v.01;reduce.v.05
647;take_down.v.02|discredit.v.02|dishonor.v.01;dehumanize.v.02|dehumanize.v.01
647;take_down.v.02|discredit.v.02|dishonor.v.01;tarnish.v.01|foul.v.05
647;take_down.v.02|discredit.v.02|dishonor.v.01;foul.v.05
!root 592 decide.v.01
592;decide.v.01;regulate.v.02|regularize.v.02
592;regulate.v.02|regularize.v.02;standardize.v.02|standardize.v.01
592;standardize.v.02|standardize.v.01;gauge.v.05
592;regulate.v.02|regularize.v.02;zone.v.01
592;decide.v.01;decide.v.02|judge.v.05
592;decide.v.02|judge.v.05;court-martial.v.01
592;decide.v.01;seal.v.03
592;decide.v.01;measure.v.01
592;measure.v.01;caliper.v.01
592;measure.v.01;triangulate.v.02
592;measure.v.01;shoot.v.18
592;measure.v.01;calibrate.v.03
592;decide.v.01;orient.v.02
592;orient.v.02;reorientate.v.01
592;orient.v.02;guide.v.04
592;decide.v.01;will.v.02
592;decide.v.01;rule.v.02
592;rule.v.02;overrule.v.01|revoke.v.02|turn_back.v.05|change_by_reversal.v.01|invert.v.02
592;rule.v.02;rule_out.v.02
592;decide.v.01;purpose.v.02
592;decide.v.01;spot.v.02|choose.v.01
592;decide.v.01;choose.v.01
592;spot.v.02|choose.v.01;sequester.v.05|assign.v.04
592;choose.v.01;sequester.v.05|assign.v.04
592;sequester.v.05|assign.v.04;dedicate.v.04
592;sequester.v.05|assign.v.04;detail.v.02
592;spot.v.02|choose.v.01;nominate.v.02
592;choose.v.01;nominate.v.02
592;nominate.v.02;nominate.v.01|raise.v.07|submit.v.02|assert.v.03
592;spot.v.02|choose.v.01;screen.v.03
592;choose.v.01;screen.v.03
592;spot.v.02|choose.v.01;screen.v.03|classify.v.01
592;choose.v.01;screen.v.03|classify.v.01
592;spot.v.02|choose.v.01;sieve_out.v.01
592;choose.v.01;sieve_out.v.01
592;spot.v.02|choose.v.01;specify.v.02
592;choose.v.01;specify.v.02
592;specify.v.02;quantify.v.01
592;specify.v.02;reset.v.01
592;specify.v.02;define.v.02
592;define.v.02;redefine.v.02
592;specify.v.02;name.v.05
592;spot.v.02|choose.v.01;pick.v.01
592;choose.v.01;pick.v.01
592;pick.v.01;hand-pick.v.01
592;spot.v.02|choose.v.01;single_out.v.01
592;choose.v.01;single_out.v.01
592;spot.v.02|choose.v.01;elect.v.02
