Moved,Meal takeaway,Physiotherapist,Movie rental,Liquor store,Church,Locksmith,Place of worship,Veterinary care,Mosque,Shoe store,category_correct
Expecting a Baby,,category_correct
Home Improvement,Meal takeaway,Physiotherapist,Movie rental,RV park,Moving company,Liquor store,Church,Place of worship,Mosque,Shoe store,category_correct
Vision Aid,Meal takeaway,Physiotherapist,Movie rental,RV park,Moving company,Liquor store,Church,Locksmith,Place of worship,Veterinary care,Mosque,Shoe store,category_correct
Organ Donor,Meal takeaway,Physiotherapist,Movie rental,RV park,Moving company,Liquor store,Church,Locksmith,Place of worship,Mosque,Shoe store,category_correct
New Housemate,RV park,Locksmith,Shoe store,category_correct
Bought Home,Meal takeaway,Physiotherapist,Movie rental,Moving company,Liquor store,Church,Locksmith,Place of worship,Veterinary care,Mosque,Shoe store,category_correct
Study Abroad,Meal takeaway,Physiotherapist,Movie rental,RV park,Moving company,Liquor store,Church,Locksmith,Place of worship,Veterinary care,Mosque,Shoe store,category_correct
Tattoo or Piercing,Meal takeaway,Physiotherapist,Movie rental,RV park,Moving company,Liquor store,Church,Locksmith,Place of worship,Veterinary care,Mosque,Shoe store,activity_correct
Weight Loss,Physiotherapist,Movie rental,RV park,Moving company,Liquor store,Church,Locksmith,Place of worship,Veterinary care,Mosque,Shoe store,category_correct
Marriage,Meal takeaway,Physiotherapist,Movie rental,RV park,Moving company,Liquor store,Locksmith,Veterinary care,Shoe store,category_correct
Registered To Vote,Meal takeaway,Physiotherapist,Movie rental,RV park,Moving company,Liquor store,Locksmith,Veterinary care,Shoe store,activity_correct
New Pet,Meal takeaway,Physiotherapist,Movie rental,RV park,Moving company,Liquor store,Church,Locksmith,Place of worship,Mosque,Shoe store,activity_correct
New Family Member,Locksmith,category_correct
New Language,Meal takeaway,Physiotherapist,Movie rental,RV park,Moving company,Liquor store,Church,Locksmith,Place of worship,Veterinary care,Mosque,Shoe store,category_correct
Volunteer Work,RV park,activity_correct
New Vehicle,Meal takeaway,Physiotherapist,Movie rental,Moving company,Liquor store,Church,Locksmith,Place of worship,Veterinary care,Mosque,Shoe store,activity_correct
Military Service,Meal takeaway,Movie rental,RV park,Moving company,Liquor store,Church,Locksmith,Place of worship,Veterinary care,Mosque,Shoe store,category_correct
Broken Bone,,category_correct
Published,Meal takeaway,Physiotherapist,Movie rental,RV park,Moving company,Liquor store,Church,Locksmith,Place of worship,Veterinary care,Mosque,Shoe store,category_correct
New School,Meal takeaway,Physiotherapist,Movie rental,RV park,Moving company,Liquor store,Church,Locksmith,Place of worship,Veterinary care,Mosque,Shoe store,category_correct
New Licence,Meal takeaway,Physiotherapist,Movie rental,RV park,Moving company,Liquor store,Church,Locksmith,Place of worship,Veterinary care,Mosque,Shoe store,category_correct
Overcame Illness,Meal takeaway,Physiotherapist,Movie rental,RV park,Moving company,Liquor store,Church,Locksmith,Place of worship,Veterinary care,Mosque,Shoe store,category_correct
Removed Braces,Meal takeaway,Physiotherapist,Movie rental,RV park,Moving company,Liquor store,Church,Locksmith,Place of worship,Veterinary care,Mosque,Shoe store,category_correct
Loss of Loved One,Meal takeaway,Movie rental,Moving company,activity_correct
New Sport,Meal takeaway,Physiotherapist,Movie rental,RV park,Moving company,Liquor store,Church,Locksmith,Place of worship,Veterinary care,Mosque,Shoe store,activity_correct
Changed Belief,Meal takeaway,Moving company,Liquor store,Locksmith,Veterinary care,Shoe store,activity_correct
New Child,Meal takeaway,Physiotherapist,Movie rental,RV park,Moving company,Liquor store,Locksmith,Shoe store,category_correct
Achievement or Award,Meal takeaway,Movie rental,RV park,Moving company,Liquor store,Church,Locksmith,Place of worship,Veterinary care,Mosque,Shoe store,activity_correct
Moved,,category_correct
Expecting a Baby,Electronics store,Funeral home,Electrician,Local government office,Bus station,Establishment,Museum,Car rental,Train station,Plumber,Gas station,activity_correct
Home Improvement,Funeral home,Local government office,Bus station,Establishment,Doctor,Museum,Car rental,Train station,Gas station,category_correct
Vision Aid,Electronics store,Funeral home,Electrician,Local government office,Bus station,Doctor,Museum,Car rental,Train station,Plumber,Gas station,category_correct
Organ Donor,Electronics store,Funeral home,Electrician,Bus station,Establishment,Museum,Car rental,Train station,Plumber,Gas station,category_correct
New Housemate,Electronics store,Funeral home,Electrician,Local government office,Bus station,Establishment,Doctor,Museum,Car rental,Train station,Plumber,Gas station,activity_correct
Bought Home,Electronics store,Funeral home,Electrician,Local government office,Bus station,Doctor,Museum,Car rental,Train station,Plumber,Gas station,category_correct
Study Abroad,Electronics store,Funeral home,Electrician,Car rental,Plumber,Gas station,category_correct
Tattoo or Piercing,Electronics store,Funeral home,Electrician,Local government office,Bus station,Museum,Car rental,Train station,Plumber,Gas station,activity_correct
Weight Loss,Electronics store,Funeral home,Electrician,Local government office,Bus station,Museum,Car rental,Train station,Plumber,Gas station,category_correct
Marriage,Electrician,Doctor,Plumber,category_correct
Registered To Vote,Electronics store,Funeral home,Electrician,Bus station,Establishment,Doctor,Museum,Car rental,Train station,Plumber,Gas station,activity_correct
New Pet,Electronics store,Funeral home,Electrician,Local government office,Bus station,Establishment,Doctor,Museum,Car rental,Train station,Plumber,Gas station,activity_correct
New Family Member,Electronics store,Funeral home,Electrician,Bus station,Museum,Car rental,Train station,Plumber,Gas station,category_correct
New Language,Electronics store,Funeral home,Electrician,Local government office,Bus station,Establishment,Doctor,Museum,Car rental,Train station,Plumber,Gas station,category_correct
Volunteer Work,Funeral home,Electrician,Establishment,Doctor,Museum,Car rental,Train station,Plumber,Gas station,activity_correct
New Vehicle,Electronics store,Funeral home,Electrician,Local government office,Establishment,Doctor,Museum,Plumber,activity_correct
Military Service,Electronics store,Funeral home,Electrician,Local government office,Establishment,Doctor,Museum,Car rental,Plumber,Gas station,category_correct
Broken Bone,Electrician,Plumber,category_correct
Published,Electronics store,Funeral home,Electrician,Bus station,Establishment,Doctor,Car rental,Train station,Plumber,Gas station,category_correct
New School,Electronics store,Funeral home,Electrician,Local government office,Bus station,Establishment,Doctor,Museum,Car rental,Train station,Plumber,Gas station,category_correct
New Licence,Electronics store,Funeral home,Electrician,Bus station,Establishment,Doctor,Museum,Car rental,Train station,Plumber,Gas station,activity_correct
Overcame Illness,Electronics store,Funeral home,Electrician,Local government office,Bus station,Establishment,Museum,Car rental,Train station,Plumber,Gas station,category_correct
Removed Braces,Electronics store,Funeral home,Electrician,Local government office,Bus station,Establishment,Museum,Car rental,Train station,Plumber,Gas station,category_correct
Loss of Loved One,Electronics store,Electrician,Local government office,Bus station,Establishment,Doctor,Museum,Car rental,Train station,Plumber,Gas station,category_correct
New Sport,Electronics store,Funeral home,Electrician,Local government office,Bus station,Establishment,Doctor,Museum,Car rental,Train station,Plumber,Gas station,activity_correct
Changed Belief,Electrician,Bus station,Car rental,Train station,Plumber,Gas station,activity_correct
New Child,Electronics store,Funeral home,Electrician,Local government office,Bus station,Establishment,Museum,Car rental,Train station,Plumber,Gas station,activity_correct
Achievement or Award,Funeral home,Electrician,Local government office,Bus station,Museum,Car rental,Train station,Plumber,Gas station,activity_correct
Moved,Insurance agency,School,Subway station,Grocery or supermarket,Gym,Home goods store,Stadium,Courthouse,Clothing store,Accounting,Car wash,category_correct
Expecting a Baby,,category_correct
Home Improvement,Insurance agency,School,Subway station,Grocery or supermarket,Gym,Stadium,Courthouse,Clothing store,Accounting,Car wash,category_correct
Vision Aid,Insurance agency,School,Subway station,Grocery or supermarket,Gym,Home goods store,Campground,Stadium,Courthouse,Clothing store,Accounting,Car wash,category_correct
Organ Donor,School,Subway station,Grocery or supermarket,Gym,Home goods store,Campground,Stadium,Clothing store,Accounting,Car wash,category_correct
New Housemate,Insurance agency,School,Subway station,Grocery or supermarket,Gym,Home goods store,Campground,Stadium,Courthouse,Clothing store,Accounting,Car wash,category_correct
Bought Home,Insurance agency,School,Subway station,Grocery or supermarket,Gym,Home goods store,Campground,Stadium,Courthouse,Clothing store,Accounting,Car wash,category_correct
Study Abroad,Insurance agency,Subway station,Grocery or supermarket,Gym,Home goods store,Campground,Stadium,Courthouse,Clothing store,Accounting,Car wash,category_correct
Tattoo or Piercing,Insurance agency,School,Subway station,Grocery or supermarket,Gym,Home goods store,Campground,Stadium,Courthouse,Clothing store,Accounting,Car wash,activity_correct
Weight Loss,Insurance agency,School,Subway station,Grocery or supermarket,Home goods store,Campground,Stadium,Courthouse,Clothing store,Accounting,Car wash,category_correct
Marriage,Insurance agency,School,Subway station,Grocery or supermarket,Gym,Home goods store,Stadium,Clothing store,Accounting,Car wash,category_correct
Registered To Vote,Insurance agency,Subway station,Gym,Home goods store,Campground,Stadium,Clothing store,Accounting,Car wash,activity_correct
New Pet,Insurance agency,School,Subway station,Grocery or supermarket,Gym,Home goods store,Campground,Stadium,Courthouse,Clothing store,Accounting,Car wash,activity_correct
New Family Member,Subway station,Grocery or supermarket,Gym,Home goods store,Stadium,Clothing store,Accounting,Car wash,category_correct
New Language,Insurance agency,Subway station,Grocery or supermarket,Gym,Home goods store,Campground,Stadium,Courthouse,Clothing store,Accounting,Car wash,activity_correct
Volunteer Work,,category_correct
New Vehicle,Insurance agency,School,Subway station,Grocery or supermarket,Gym,Home goods store,Campground,Stadium,Courthouse,Clothing store,Accounting,Car wash,category_correct
Military Service,Insurance agency,Subway station,Grocery or supermarket,Gym,Home goods store,Campground,Stadium,Courthouse,Clothing store,Accounting,Car wash,activity_correct
