predicate,object,location,time,duration,more
receive,massage,spa,morning|noon|afternoon|evening|nighttime,1h2h,Yes
relax,bath,spa,morning|noon|afternoon,30m1h,Yes
soak,body,spa,morning|noon|afternoon|evening,1h2h,Yes
place,sector,stadium,afternoon,none,Yes
play,football,stadium,evening,1h2h,Yes
play,football,stadium,afternoon,2h,No
play,football,stadium,morning|afternoon|evening,1h2h,Yes
sit,chair,stadium,morning|noon|afternoon|evening|nighttime,2h,Yes
watch,ballgame,stadium,morning|noon|afternoon|evening|nighttime,2h,Yes
watch,basketball,stadium,noon|afternoon|evening|nighttime,2h,Yes
watch,football,stadium,evening,2h,Yes
watch,game,stadium,noon|afternoon|evening|nighttime,2h,Yes
watch,game,stadium,afternoon|evening|nighttime,2h,Yes
watch,sport,stadium,afternoon|evening,2h,Yes
buy,cabinet,storage,afternoon,30m1h,No
keep back,room,storage,morning|noon|afternoon|evening|nighttime,2h,Yes
lift,box,storage,morning|noon|afternoon|evening,30m1h,Yes
lock,door,storage,morning|noon|afternoon|evening|nighttime,0m15m,Yes
move,box,storage,morning|noon|afternoon,30m1h,Yes
pack,box,storage,morning|noon|afternoon|evening|nighttime,15m30m,Yes
store,good,storage,morning|noon|afternoon|evening|nighttime,2h,No
store,good,storage,morning|noon|afternoon|evening|nighttime,2h,No
store,good,storage,morning,2h,Yes
store,object,storage,morning|noon|afternoon|evening|nighttime,2h,Yes
unpack,box,storage,morning|noon|afternoon|evening,1h2h,No
buy,beer,store,morning|noon|afternoon|evening|nighttime,1h2h,Yes
buy,good,store,morning|noon|afternoon|evening|nighttime,15m30m,Yes
buy,merchandise,store,morning|noon|afternoon,15m30m,Yes
buy,merchandise,store,morning|noon|afternoon,15m30m,Yes
go,shopping,store,morning,30m1h,No
purchase,paper,store,morning|noon|evening,15m30m,No
push,cart,store,morning|noon|afternoon|evening|nighttime,15m30m,Yes
select,grocery_store,store,morning|noon|afternoon|evening,1h2h,Yes
select,watch,store,morning|noon|afternoon|evening,30m1h,Yes
walk around,shop,store,morning|noon|afternoon,15m30m,No
board,train,subway_station,morning|noon|afternoon|evening|nighttime,0m15m,No
enter,car,subway_station,morning|noon|afternoon|evening|nighttime,0m15m,Yes
ride,metro,subway_station,morning|noon|afternoon|evening,30m1h,No
ride,metro,subway_station,morning|noon|afternoon|evening|nighttime,30m1h,Yes
ride,train,subway_station,morning|noon|afternoon|evening|nighttime,0m15m,Yes
ride,train,subway_station,afternoon,none,Yes
ride,train,subway_station,morning|noon|afternoon|evening|nighttime,30m1h,Yes
wait,train,subway_station,morning|noon|afternoon|evening|nighttime,30m1h,Yes
wait,train,subway_station,morning|noon|afternoon|evening|nighttime,0m15m,Yes
walk,person,subway_station,morning|noon|afternoon|evening|nighttime,15m30m,No
attend,service,synagogue,morning|noon|afternoon|evening,1h2h,Yes
attend,wedding,synagogue,morning|noon|afternoon,1h2h,Yes
marry,spouse,synagogue,morning|noon|afternoon,1h2h,Yes
meet,person,synagogue,morning|noon|afternoon|evening,1h2h,Yes
practice,Judaism,synagogue,morning|noon|afternoon|evening,2h,No
pray,prayer,synagogue,morning,1h2h,No
worship,God,synagogue,morning,0m15m,No
worship,God,synagogue,morning|noon|afternoon|evening|nighttime,2h,Yes
worship,God,synagogue,morning|noon|afternoon|evening,30m1h,Yes
worship,pilgrim,synagogue,morning|noon|afternoon|evening,2h,Yes
board,cab,taxi_stand,morning|noon|afternoon|evening|nighttime,15m30m,No
call,cab,taxi_stand,morning|noon|afternoon|evening|nighttime,30m1h,Yes
catch,cab,taxi_stand,morning|noon|afternoon|evening|nighttime,0m15m,No
hail,cab,taxi_stand,morning,0m15m,Yes
hire,car,taxi_stand,nighttime,2h,Yes
pick up,cab,taxi_stand,noon,0m15m,Yes
ride,home,taxi_stand,morning|noon|afternoon|evening|nighttime,15m30m,Yes
wait,cab,taxi_stand,morning|noon|afternoon|evening|nighttime,2h,No
wait,cab,taxi_stand,morning|noon|afternoon|evening|nighttime,15m30m,Yes
wait on,bench,taxi_stand,afternoon,30m1h,Yes
arrive,train,train_station,morning|noon|afternoon|evening|nighttime,0m15m,No
board,train,train_station,morning|noon|afternoon|evening,15m30m,No
board,train,train_station,noon,0m15m,Yes
buy,ticket,train_station,morning|noon|afternoon|evening,0m15m,Yes
buy,ticket,train_station,noon,0m15m,Yes
buy,ticket,train_station,morning|noon|afternoon,0m15m,Yes
drop off,friend,train_station,morning|noon|afternoon|evening|nighttime,30m1h,Yes
purchase,ticket,train_station,morning|noon|afternoon|evening|nighttime,0m15m,Yes
ride,train,train_station,morning|noon|afternoon|evening,15m30m,Yes
travel,distance,train_station,morning|noon|afternoon|evening|nighttime,1h2h,No
book,trip,travel_agency,morning|noon|afternoon|evening,1h2h,Yes
buy,ticket,travel_agency,morning|noon|afternoon,0m15m,Yes
buy,ticket,travel_agency,noon|afternoon|evening,30m1h,Yes
buy,ticket,travel_agency,morning|noon|afternoon,15m30m,Yes
plan,trip,travel_agency,morning|noon|afternoon,30m1h,Yes
plan,trip,travel_agency,morning|noon|afternoon|evening,30m1h,Yes
plan,vacation,travel_agency,morning|noon|afternoon,30m1h,Yes
plan,vacation,travel_agency,morning|noon|afternoon|evening,15m30m,No
travel,travel_agency,travel_agency,morning|noon|afternoon,2h,No
travel purposefully,travel,travel_agency,afternoon|evening,30m1h,Yes
view,booklet,travel_agency,morning|noon|afternoon,15m30m,Yes
get,educate,university,morning|noon,1h2h,Yes
impart,education,university,morning|noon|afternoon|evening,none,Yes
meet,person,university,morning|noon|afternoon|evening,2h,Yes
receive,degree,university,morning|noon|afternoon|evening,none,Yes
study,college,university,morning,none,Yes
study,mathematics,university,morning|noon|afternoon|evening|nighttime,1h2h,Yes
study,student,university,morning,2h,Yes
tour,campus,university,morning|noon|afternoon,1h2h,Yes
visit,student,university,morning|noon|afternoon|evening,1h2h,Yes
visit,teacher,university,morning|noon|afternoon|evening,1h2h,Yes
bring in,cat,veterinary_care,morning|noon|afternoon|evening,30m1h,Yes
examine,animal,veterinary_care,morning|noon|afternoon|evening,15m30m,Yes
examine,pet,veterinary_care,morning|noon|afternoon|evening,1h2h,Yes
examine,pet,veterinary_care,morning|noon|afternoon,15m30m,Yes
take,pet,veterinary_care,morning|noon|afternoon,30m1h,No
treat,animal,veterinary_care,morning|noon|afternoon,1h2h,No
visit,doctor,veterinary_care,morning|noon|afternoon,30m1h,No
visit,dog,veterinary_care,afternoon,30m1h,Yes
visit,veterinarian,veterinary_care,morning|noon|afternoon,30m1h,Yes
visit,veterinarian,veterinary_care,morning|noon|afternoon|evening,1h2h,Yes
buy,food,zoo,morning|noon|afternoon,30m1h,Yes
look,animal,zoo,morning|noon|afternoon|evening,1h2h,Yes
look at,animal,zoo,morning|noon|afternoon,2h,Yes
pet,animal,zoo,noon|afternoon|evening,15m30m,Yes
see,animal,zoo,morning|noon|afternoon|evening,1h2h,Yes
see,animal,zoo,morning,30m1h,No
see,monkey,zoo,morning|noon|afternoon|evening,15m30m,Yes
visit,animal,zoo,morning|noon|afternoon,1h2h,Yes
visit,lion,zoo,morning|noon|afternoon|evening,2h,Yes
visit,lion,zoo,morning|noon|afternoon,30m1h,Yes
