predicate,object,location,time,duration,more
pay,bill,general_contractor,morning|noon|afternoon|evening,15m30m,Yes
respond,seller,general_contractor,afternoon,none,Yes
buy,carrot,grocery_or_supermarket,morning|noon|afternoon|evening,0m15m,Yes
buy,fruit,grocery_or_supermarket,morning|noon|evening,30m1h,Yes
buy,grocery_store,grocery_or_supermarket,morning|noon|afternoon|evening,30m1h,Yes
buy,grocery_store,grocery_or_supermarket,morning|noon|afternoon,30m1h,No
buy,meat,grocery_or_supermarket,noon|afternoon,15m30m,Yes
comparison-shop,coffee,grocery_or_supermarket,afternoon,0m15m,Yes
get,grocery_store,grocery_or_supermarket,morning|noon|afternoon|evening|nighttime,15m30m,Yes
purchase,food,grocery_or_supermarket,morning|noon|afternoon|evening|nighttime,1h2h,No
sell,food,grocery_or_supermarket,evening,1h2h,No
sell,food,grocery_or_supermarket,noon,none,Yes
do,weightlift,gym,morning,15m30m,Yes
exercise,treadmill,gym,morning|evening,1h2h,No
lift,weight,gym,morning|noon|afternoon|evening,1h2h,No
lift,weight,gym,morning|noon|afternoon,30m1h,Yes
lift,weight,gym,morning|noon|afternoon|evening,15m30m,Yes
lift,weight,gym,morning|noon|afternoon|evening|nighttime,2h,Yes
run,treadmill,gym,morning|noon|afternoon|evening,30m1h,Yes
take,class,gym,morning|noon|afternoon|evening,30m1h,Yes
work out,muscle,gym,morning|evening,30m1h,No
work out,muscle,gym,morning|noon|afternoon|evening,1h2h,Yes
care,hair,hair_care,morning|evening,1h2h,No
clean,hair,hair_care,morning|afternoon|evening,15m30m,No
color,hair,hair_care,morning|noon|afternoon,1h2h,Yes
comb out,hair,hair_care,morning|noon|afternoon|evening,30m1h,Yes
comb out,hair,hair_care,morning|noon|afternoon|evening|nighttime,30m1h,Yes
dye,hair,hair_care,morning|noon|afternoon|evening,15m30m,No
dye,hair,hair_care,morning|noon|afternoon,30m1h,Yes
hang by a hair,hair,hair_care,afternoon,30m1h,Yes
make up,actress,hair_care,morning|noon|afternoon|evening|nighttime,2h,Yes
wash,hair,hair_care,morning|noon|afternoon|evening|nighttime,0m15m,Yes
wash,hair,hair_care,morning|noon|afternoon|evening,15m30m,Yes
buy,fastener,hardware_store,morning|noon|afternoon|evening,0m15m,Yes
buy,hammer,hardware_store,morning|noon|afternoon|evening,15m30m,Yes
buy,hammer,hardware_store,morning|noon|afternoon,15m30m,Yes
buy,lock,hardware_store,morning|noon|afternoon|evening,0m15m,Yes
buy,tool,hardware_store,morning|afternoon|evening,15m30m,No
count,item,hardware_store,morning|noon|afternoon|evening,2h,Yes
purchase,key,hardware_store,morning|evening,15m30m,No
purchase,tool,hardware_store,morning|noon|afternoon|evening,30m1h,Yes
select,paint,hardware_store,morning|noon|afternoon|evening,1h2h,Yes
sell,hardware,hardware_store,noon,30m1h,Yes
be,well,health,morning|noon|afternoon|evening|nighttime,2h,No
care,body,health,morning|noon|afternoon|evening|nighttime,1h2h,Yes
check,health,health,noon|afternoon,30m1h,No
eat,food,health,morning|noon|afternoon|evening|nighttime,0m15m,No
exercise,body,health,morning|noon|afternoon,15m30m,No
exercise,gymnasium,health,morning|noon|afternoon|evening|nighttime,1h2h,Yes
exercise,health_spa,health,evening,2h,No
exercise,muscle,health,morning|noon|afternoon|evening|nighttime,1h2h,Yes
run,mile,health,morning|noon|afternoon|evening|nighttime,15m30m,Yes
stretch,biceps,health,morning|noon|afternoon|evening|nighttime,0m15m,Yes
chant,flower,hindu_temple,evening,1h2h,Yes
meet,believer,hindu_temple,morning|noon|afternoon|evening|nighttime,1h2h,Yes
practice,Hinduism,hindu_temple,morning|noon|afternoon|evening,2h,No
practice,religion,hindu_temple,morning|evening,30m1h,No
pray,goddess,hindu_temple,morning|noon|afternoon|evening,2h,No
pray,saltwort,hindu_temple,morning|noon|afternoon|evening,2h,No
sing,chant,hindu_temple,morning|noon|afternoon|evening,2h,Yes
worship,God,hindu_temple,morning|noon|afternoon|evening,30m1h,No
worship,Vishnu,hindu_temple,morning|noon|afternoon|evening|nighttime,15m30m,Yes
worship,temple,hindu_temple,morning|evening,0m15m,No
buy,blender,home_goods_store,morning|noon,0m15m,Yes
buy,furniture,home_goods_store,morning|noon|afternoon|evening,1h2h,Yes
buy,merchandise,home_goods_store,morning|noon|afternoon,15m30m,Yes
buy,milk,home_goods_store,morning,30m1h,Yes
buy,refrigerator,home_goods_store,morning|noon|afternoon|evening,30m1h,Yes
buy,towel,home_goods_store,morning|noon|afternoon|evening,0m15m,Yes
purchase,appliance,home_goods_store,evening,30m1h,No
purchase,furniture,home_goods_store,evening,15m30m,No
purchase,pillow,home_goods_store,morning|noon|afternoon|evening|nighttime,1h2h,Yes
sell,furniture,home_goods_store,afternoon,none,Yes
buy,gift,hospital,morning|noon|afternoon,0m15m,Yes
conduct,X_ray,hospital,morning|noon|afternoon|evening|nighttime,15m30m,Yes
draw,blood,hospital,morning|noon|afternoon|evening|nighttime,30m1h,Yes
pay,doctor,hospital,morning|noon|afternoon,15m30m,Yes
receive,shooting,hospital,morning|noon|afternoon|evening|nighttime,0m15m,Yes
specialize,hospital,hospital,noon,none,Yes
undergo,surgery,hospital,morning,2h,Yes
visit,doctor,hospital,morning|noon|afternoon|evening|nighttime,2h,Yes
visit,friend,hospital,morning|noon|afternoon,30m1h,Yes
visit,inpatient,hospital,morning|noon|afternoon|evening|nighttime,2h,Yes
visit,patient,hospital,morning|noon|afternoon|evening,1h2h,Yes
buy,insurance,insurance_agency,morning|noon|afternoon,30m1h,Yes
buy,insurance,insurance_agency,morning|noon|afternoon|evening,1h2h,Yes
buy,life_insurance,insurance_agency,morning|noon|afternoon|evening,30m1h,Yes
deposit,insurance_broker,insurance_agency,morning|noon|afternoon|evening|nighttime,30m1h,No
get,insurance,insurance_agency,morning|noon|afternoon|evening,1h2h,No
inspect,vehicle,insurance_agency,morning|noon|afternoon,15m30m,No
purchase,insurance,insurance_agency,morning|noon|afternoon,30m1h,Yes
purchase,insurance,insurance_agency,morning|noon|afternoon,1h2h,Yes
solicit,application,insurance_agency,morning|noon|afternoon,15m30m,No
talk,policy,insurance_agency,evening,30m1h,No
buy,chain,jewelry_store,noon|afternoon,1h2h,Yes
buy,decoration,jewelry_store,morning|noon|afternoon|evening,2h,Yes
buy,earring,jewelry_store,morning|noon|afternoon|evening,15m30m,Yes
buy,jewelry,jewelry_store,morning|noon|afternoon|evening,30m1h,Yes
buy,jewelry,jewelry_store,morning|noon|afternoon,15m30m,Yes
buy,ring,jewelry_store,morning|noon|afternoon|evening,0m15m,Yes
buy,ring,jewelry_store,evening,0m15m,Yes
look at,jewelry,jewelry_store,morning|noon|afternoon,15m30m,Yes
purchase,necklace,jewelry_store,morning|noon|afternoon|evening,15m30m,Yes
view,gem,jewelry_store,morning|noon|afternoon|evening,1h2h,Yes
clean,garment,laundry,morning|noon|afternoon|evening|nighttime,1h2h,Yes
dry,apparel,laundry,morning|noon|afternoon|evening,30m1h,Yes
fold,apparel,laundry,morning|noon|afternoon|evening,0m15m,Yes
measure,detergent,laundry,morning|noon|afternoon|evening|nighttime,0m15m,Yes
wash,apparel,laundry,morning|noon|afternoon|evening|nighttime,30m1h,No
wash,apparel,laundry,morning|noon|afternoon|evening,1h2h,No
wash,fabric,laundry,morning|noon|afternoon|evening|nighttime,2h,Yes
wash,pant,laundry,morning|noon|afternoon|evening|nighttime,30m1h,Yes
wash,sock,laundry,morning|noon|afternoon|evening|nighttime,30m1h,Yes
wash up,pant,laundry,evening,2h,Yes
consult,lawyer,lawyer,evening,15m30m,Yes
get,document,lawyer,morning|noon|afternoon|evening,30m1h,Yes
obtain,document,lawyer,afternoon,1h2h,Yes
pay,lawyer,lawyer,morning|noon|afternoon,15m30m,Yes
pay,lawyer,lawyer,morning|noon|afternoon,1h2h,Yes
practice,book,lawyer,morning|noon|afternoon|evening,1h2h,No
receive,advice,lawyer,morning|noon|afternoon|evening,1h2h,Yes
receive,information,lawyer,morning|afternoon,30m1h,No
seek,advice,lawyer,morning|noon|afternoon,15m30m,No
state,case,lawyer,morning|noon|afternoon|evening,15m30m,Yes
sue,defendant,lawyer,morning|noon|afternoon,2h,Yes
access,library,library,morning|noon|afternoon|evening,2h,No
check out,book,library,afternoon,1h2h,Yes
check out,book,library,morning|noon|afternoon|evening,15m30m,Yes
check out,book,library,morning|noon|afternoon|evening,0m15m,Yes
lend,magazine,library,morning|noon|afternoon|evening,30m1h,Yes
read,book,library,evening,1h2h,Yes
read,book,library,morning|noon|afternoon|evening,none,No
read,book,library,morning|noon|afternoon|evening|nighttime,30m1h,No
read,book,library,morning|noon|afternoon,15m30m,Yes
use,computer,library,morning|noon|afternoon|evening,2h,Yes
write,register,library,morning|noon|afternoon|evening,15m30m,Yes
buy,alcohol,liquor_store,morning|noon|afternoon,0m15m,Yes
buy,beverage,liquor_store,morning|noon|afternoon|evening,0m15m,No
buy,liquor,liquor_store,afternoon|evening|nighttime,0m15m,No
buy,sociable,liquor_store,morning|noon|afternoon,0m15m,No
buy,vodka,liquor_store,morning|noon|afternoon|evening,0m15m,Yes
drink,package_store,liquor_store,nighttime,1h2h,No
drink,shop,liquor_store,evening|nighttime,15m30m,No
purchase,liquor,liquor_store,morning|noon|afternoon|evening|nighttime,0m15m,Yes
sell,beverage,liquor_store,morning|noon|afternoon|evening|nighttime,2h,No
sell,beverage,liquor_store,morning|noon|afternoon|evening|nighttime,2h,No
acquire,document,local_government_office,morning|noon|afternoon,30m1h,Yes
file,document,local_government_office,morning|noon|afternoon,15m30m,Yes
file,paperwork,local_government_office,morning|noon|afternoon,2h,Yes
give,request,local_government_office,morning,15m30m,No
go to,work,local_government_office,morning,2h,Yes
issue,license,local_government_office,morning,30m1h,Yes
pay,bill,local_government_office,morning|noon|afternoon,0m15m,No
pay,bill,local_government_office,morning|noon|afternoon,15m30m,Yes
register,car,local_government_office,morning|noon|afternoon|evening,1h2h,Yes
visit,military_officer,local_government_office,morning,15m30m,Yes
fix,lock,locksmith,morning|noon|afternoon|evening|nighttime,30m1h,Yes
fix,lock,locksmith,morning|noon|afternoon|evening|nighttime,15m30m,Yes
install,lock,locksmith,afternoon,30m1h,Yes
install,lock,locksmith,morning|noon|afternoon|evening|nighttime,15m30m,Yes
make,key,locksmith,morning|noon|afternoon,2h,No
open,door,locksmith,morning|noon|afternoon|evening|nighttime,30m1h,No
pay,locksmith,locksmith,morning|noon|afternoon|evening|nighttime,0m15m,No
purchase,key,locksmith,,0m15m,No
secure,locksmith,locksmith,morning|noon|afternoon,1h2h,No
unlock,door,locksmith,morning|noon|afternoon|evening|nighttime,30m1h,Yes
unlock,lock,locksmith,morning|noon|afternoon|evening|nighttime,15m30m,Yes
book,room,lodging,morning|noon|afternoon|evening|nighttime,2h,Yes
enquire,room,lodging,morning|noon|afternoon|evening,none,Yes
get,room,lodging,morning|noon|afternoon|evening|nighttime,2h,Yes
rent,suite,lodging,morning|noon|afternoon|evening|nighttime,2h,Yes
sleep,bed,lodging,morning|noon|afternoon|evening|nighttime,2h,Yes
stay,person,lodging,morning|noon|afternoon|evening|nighttime,2h,Yes
stay at,Lodge,lodging,nighttime,none,No
swim,pool,lodging,morning|noon|afternoon|evening|nighttime,1h2h,Yes
tell,narrative,lodging,nighttime,0m15m,Yes
watch,person,lodging,morning|noon|afternoon|evening|nighttime,2h,Yes
deliver,box,meal_delivery,morning|noon|afternoon|evening|nighttime,none,No
deliver,food,meal_delivery,evening,15m30m,Yes
deliver,food,meal_delivery,noon|afternoon|evening,30m1h,No
drive,car,meal_delivery,morning|noon|afternoon|evening|nighttime,2h,Yes
eat,food,meal_delivery,noon,30m1h,Yes
order,food,meal_delivery,noon|afternoon|nighttime,15m30m,Yes
pack,lunch,meal_delivery,noon,30m1h,Yes
pick up,food,meal_delivery,morning|noon|afternoon|evening,0m15m,Yes
purchase,lunch,meal_delivery,noon,30m1h,Yes
receive,tip,meal_delivery,morning|noon|afternoon|evening|nighttime,0m15m,Yes
tip,teller,meal_delivery,morning|noon|afternoon|evening,0m15m,No
buy,food,meal_takeaway,evening,15m30m,Yes
buy,food,meal_takeaway,morning|noon|afternoon|evening,30m1h,Yes
eat,food,meal_takeaway,morning|noon|afternoon|evening|nighttime,30m1h,No
go,restaurant,meal_takeaway,noon,2h,No
order,lunch,meal_takeaway,morning|noon|afternoon,15m30m,Yes
pack,food,meal_takeaway,evening,15m30m,Yes
pay,teller,meal_takeaway,morning|noon|afternoon|evening,0m15m,No
pick up,food,meal_takeaway,morning|evening,0m15m,No
pick up,food,meal_takeaway,morning|noon|afternoon|evening|nighttime,15m30m,Yes
purchase,meal,meal_takeaway,morning|noon|afternoon|evening|nighttime,none,No
take,home,meal_takeaway,noon|afternoon|evening|nighttime,30m1h,No
meet up with,congregation,mosque,morning|noon|afternoon|evening,1h2h,Yes
practice,religion,mosque,morning|noon|evening,30m1h,No
practice,religion,mosque,morning|evening|nighttime,30m1h,No
pray,Koran,mosque,noon|afternoon|evening,1h2h,Yes
prey,God,mosque,evening,15m30m,No
say,prayer,mosque,morning|noon|afternoon|evening|nighttime,15m30m,Yes
spell,Islam,mosque,afternoon,none,Yes
worship,God,mosque,morning|noon|afternoon|evening,1h2h,Yes
worship,God,mosque,morning|noon|afternoon|evening,30m1h,Yes
worship,mosque,mosque,morning,30m1h,No
buy,movie,movie_rental,morning|noon|afternoon,0m15m,Yes
choose,movie,movie_rental,morning|noon|afternoon|evening|nighttime,15m30m,Yes
hire,movie,movie_rental,noon,15m30m,No
rent,computer_game,movie_rental,morning|noon|afternoon|evening|nighttime,15m30m,No
rent,movie,movie_rental,morning|noon|afternoon|evening|nighttime,30m1h,Yes
rent,videodisk,movie_rental,morning|noon|afternoon|evening|nighttime,30m1h,No
rent,videodisk,movie_rental,morning|noon|afternoon|evening,15m30m,Yes
rent out,movie,movie_rental,morning|noon|afternoon|evening|nighttime,30m1h,Yes
select,movie,movie_rental,morning|noon|afternoon|evening|nighttime,0m15m,Yes
watch,movie,movie_rental,morning|noon|afternoon|evening|nighttime,1h2h,Yes
buy,ticket,movie_theater,morning|noon|afternoon|evening,0m15m,Yes
eat,popcorn,movie_theater,morning|noon|afternoon|evening|nighttime,2h,Yes
see,movie,movie_theater,morning|noon|afternoon|evening|nighttime,2h,Yes
see,preview,movie_theater,noon|afternoon|evening|nighttime,15m30m,Yes
watch,movie,movie_theater,morning|noon|afternoon|evening|nighttime,2h,Yes
watch,movie,movie_theater,evening,1h2h,Yes
watch,movie,movie_theater,noon|afternoon|evening,1h2h,Yes
watch,movie,movie_theater,afternoon|evening|nighttime,2h,Yes
watch,movie,movie_theater,morning|noon|afternoon|evening|nighttime,2h,Yes
watch,movie,movie_theater,noon|afternoon|evening|nighttime,1h2h,No
gather,box,moving_company,morning,30m1h,Yes
hire,worker,moving_company,morning|noon|afternoon,1h2h,Yes
lift,furniture,moving_company,morning|noon|afternoon,2h,No
lift,furniture,moving_company,morning|noon|afternoon,0m15m,Yes
move,thing,moving_company,morning|noon|afternoon,2h,No
obtain,estimate,moving_company,morning|noon|afternoon,30m1h,Yes
pick up,box,moving_company,morning|afternoon,2h,Yes
schedule,mover,moving_company,morning|noon|afternoon,0m15m,Yes
ship,furniture,moving_company,morning|noon|afternoon|evening,2h,Yes
transport,article,moving_company,morning|noon|afternoon|evening|nighttime,none,Yes
transport,furniture,moving_company,noon|afternoon,30m1h,Yes
buy,food,museum,morning|noon|afternoon,15m30m,Yes
buy,gift,museum,morning|noon|afternoon,15m30m,Yes
learn,history,museum,morning|noon|afternoon,2h,Yes
look at,artifact,museum,morning|noon|afternoon,2h,No
observe,art,museum,morning|noon|afternoon|evening|nighttime,1h2h,Yes
observe,exhibit,museum,afternoon|evening,30m1h,No
peruse,painting,museum,morning|noon|afternoon|evening,2h,Yes
view,art,museum,evening,2h,Yes
view,artifact,museum,morning|noon|afternoon|evening,1h2h,No
view,portrayal,museum,morning|noon|afternoon,1h2h,Yes
view,sculpture,museum,morning|noon|afternoon,30m1h,Yes
dance,baseball_club,night_club,evening|nighttime,1h2h,No
dance,table,night_club,nighttime,2h,No
drink,alcohol,night_club,evening|nighttime,2h,Yes
drink,alcohol,night_club,evening|nighttime,1h2h,Yes
drink,cabaret,night_club,morning|nighttime,1h2h,No
drink,cocktail,night_club,evening|nighttime,15m30m,Yes
drink,liquor,night_club,evening|nighttime,1h2h,Yes
get,drink,night_club,nighttime,2h,Yes
grind,female,night_club,nighttime,2h,Yes
meet,person,night_club,evening|nighttime,1h2h,Yes
apply,paint,painter,morning|noon|afternoon|evening|nighttime,2h,Yes
get,paint,painter,morning|noon|afternoon|evening,0m15m,No
lay,tape,painter,morning|noon|afternoon,1h2h,Yes
mix,color,painter,morning|noon|afternoon|evening|nighttime,30m1h,Yes
paint,brush,painter,morning|noon|afternoon,2h,No
paint,building,painter,morning|noon|afternoon|evening,2h,No
paint,canvas,painter,morning|noon|afternoon|evening|nighttime,2h,Yes
paint,house,painter,afternoon,2h,Yes
paint,house,painter,morning|noon|afternoon,2h,No
paint,wall,painter,morning|noon|afternoon,30m1h,Yes
pay,painter,painter,morning|noon|afternoon,0m15m,No
eat,lunch,park,noon,15m30m,Yes
enjoy,child,park,morning|noon|afternoon|evening|nighttime,2h,Yes
have,fun,park,morning|noon|afternoon,2h,No
play,Frisbee,park,morning|noon|afternoon|evening|nighttime,30m1h,Yes
play,baseball,park,morning|noon|afternoon,30m1h,Yes
play,baseball,park,morning|noon|afternoon,1h2h,Yes
play,game,park,morning|noon|afternoon,2h,Yes
play,tennis,park,morning|noon|afternoon,30m1h,Yes
sit,bench,park,evening,1h2h,Yes
throw,Frisbee,park,morning|noon|afternoon,1h2h,Yes
leave,vehicle,parking,morning|noon|afternoon|evening|nighttime,0m15m,No
park,car,parking,morning|noon|evening|nighttime,2h,Yes
park,car,parking,morning|noon|afternoon|evening|nighttime,2h,No
park,car,parking,morning|noon|afternoon|evening|nighttime,0m15m,Yes
park,car,parking,morning|noon|afternoon|evening|nighttime,1h2h,No
park,vehicle,parking,morning|noon|afternoon|evening|nighttime,0m15m,Yes
park,vehicle,parking,morning|noon|afternoon|evening|nighttime,2h,No
park,vehicle,parking,morning|noon|afternoon|evening|nighttime,1h2h,No
run,bus,parking,morning|noon|afternoon|evening|nighttime,2h,Yes
use,brake,parking,morning|noon|afternoon|evening|nighttime,0m15m,Yes
buy,dog,pet_store,morning|noon|afternoon|evening,30m1h,Yes
buy,plaything,pet_store,morning|noon|afternoon|evening|nighttime,15m30m,Yes
feed,animal,pet_store,morning|noon|afternoon,15m30m,Yes
look at,animal,pet_store,morning|noon|afternoon,15m30m,Yes
look at,animal,pet_store,morning|noon|afternoon,15m30m,No
look at,puppy,pet_store,morning|noon|afternoon,0m15m,Yes
pet,animal,pet_store,morning|noon|afternoon,15m30m,Yes
purchase,kitten,pet_store,morning|noon|afternoon|evening,1h2h,Yes
purchase,petfood,pet_store,morning|noon|afternoon|evening,0m15m,Yes
sell,shop,pet_store,noon|evening,none,No
buy,medicine,pharmacy,evening,0m15m,Yes
buy,medicine,pharmacy,morning|noon|afternoon|evening,0m15m,Yes
ensure,drug,pharmacy,morning|afternoon|evening,15m30m,No
fill,prescription,pharmacy,morning|noon|afternoon|evening,15m30m,Yes
fill,prescription,pharmacy,morning|noon|afternoon|evening|nighttime,15m30m,Yes
get,prescription,pharmacy,morning|noon|afternoon,15m30m,Yes
pay,pharmacin,pharmacy,morning|noon|afternoon,0m15m,No
pick up,prescription,pharmacy,morning|noon|afternoon|evening|nighttime,15m30m,Yes
sell,medicine,pharmacy,morning|noon|afternoon|evening|nighttime,none,No
wait,line,pharmacy,morning|noon|afternoon,0m15m,No
examine,body,physiotherapist,morning|noon|afternoon,30m1h,Yes
exercise,hospital,physiotherapist,morning|evening,30m1h,No
exercise,leg,physiotherapist,morning|noon|afternoon,1h2h,Yes
help,recovery,physiotherapist,morning|noon|afternoon|evening,30m1h,Yes
lift,weight,physiotherapist,morning|noon|afternoon,1h2h,Yes
massage,oil,physiotherapist,morning|noon|afternoon|evening,2h,Yes
move back and forth,body,physiotherapist,morning|evening,none,No
receive,therapy,physiotherapist,morning|noon|afternoon|evening,30m1h,Yes
see,doctor,physiotherapist,morning|noon|afternoon,1h2h,Yes
visit,physical_therapist,physiotherapist,morning|noon|afternoon,15m30m,Yes
attend,church,place_of_worship,morning,1h2h,Yes
go,place_of_worship,place_of_worship,morning,0m15m,Yes
kneel,alter,place_of_worship,morning|noon|afternoon|evening|nighttime,0m15m,Yes
meet,person,place_of_worship,morning|noon|afternoon|evening,30m1h,Yes
meet,person,place_of_worship,morning|noon|afternoon|evening,30m1h,No
praise,God,place_of_worship,morning|noon|afternoon|evening|nighttime,2h,Yes
praise,God,place_of_worship,morning|noon|afternoon|evening,1h2h,Yes
pray,Bible,place_of_worship,morning|evening,1h2h,Yes
sing,hymn,place_of_worship,morning|evening,15m30m,Yes
worship,God,place_of_worship,morning|noon|afternoon|evening,1h2h,Yes
examine,problem,plumber,morning|noon|afternoon|evening|nighttime,15m30m,Yes
fix,leak,plumber,morning|noon|afternoon,30m1h,No
fix,leak,plumber,morning|noon|afternoon,30m1h,Yes
fix,pipe,plumber,morning|noon|afternoon,1h2h,Yes
install,vent,plumber,morning|noon|afternoon|evening,30m1h,Yes
plump out,river_basin,plumber,morning,0m15m,No
repair,sewage,plumber,morning,30m1h,No
repair,sink,plumber,morning,30m1h,Yes
specialize,beverage,plumber,noon,15m30m,Yes
unclog,toilet,plumber,morning|noon|afternoon|evening|nighttime,15m30m,Yes
address,military_officer,police,morning|noon|afternoon|evening|nighttime,15m30m,Yes
arrest,girl,police,noon|afternoon|evening|nighttime,15m30m,Yes
catch,thief,police,morning|noon|afternoon|evening|nighttime,15m30m,Yes
get,arrest,police,morning|noon|afternoon|evening|nighttime,30m1h,Yes
get,arrest,police,morning|noon|afternoon,0m15m,No
go to,jail,police,morning|noon|afternoon|evening|nighttime,none,Yes
issue,citation,police,morning|noon|afternoon|evening|nighttime,2h,Yes
press,charge,police,morning|noon|afternoon|evening|nighttime,1h2h,Yes
protect,station,police,morning|noon|afternoon|evening|nighttime,1h2h,No
protest,parking_ticket,police,morning,15m30m,Yes
buy,cast,post_office,morning|noon|afternoon,0m15m,Yes
buy,cast,post_office,morning|noon|afternoon,0m15m,Yes
buy,cast,post_office,morning|noon|afternoon,0m15m,Yes
mail,letter,post_office,afternoon,0m15m,Yes
mail,letter,post_office,morning|noon|afternoon|evening|nighttime,0m15m,Yes
mail,letter,post_office,morning|noon|afternoon,0m15m,Yes
purchase,envelope,post_office,morning|noon|afternoon,15m30m,Yes
send,letter,post_office,morning|noon|afternoon,0m15m,Yes
send,mail,post_office,morning|noon|afternoon,0m15m,Yes
send,mail,post_office,morning|noon|afternoon|evening,none,Yes
send,mail,post_office,morning|noon|afternoon,15m30m,Yes
assist,buyer,real_estate_agency,morning|noon|afternoon|evening,2h,Yes
buy,land,real_estate_agency,morning,15m30m,No
earn,committee,real_estate_agency,morning|noon|afternoon|evening,2h,Yes
give,check,real_estate_agency,morning|noon|afternoon,0m15m,Yes
look at,home,real_estate_agency,morning|noon|afternoon,2h,Yes
pay,rent,real_estate_agency,morning|noon|afternoon,0m15m,Yes
sell,land,real_estate_agency,morning|noon|afternoon|evening,none,Yes
sell,property,real_estate_agency,morning|noon|afternoon|evening,1h2h,Yes
talk about,house,real_estate_agency,morning|noon|afternoon,1h2h,Yes
write,contract,real_estate_agency,morning|noon|afternoon,30m1h,No
consume,breadstick,restaurant,noon|afternoon|nighttime,1h2h,Yes
eat,dinner,restaurant,afternoon|evening|nighttime,1h2h,Yes
eat,food,restaurant,morning|noon|afternoon|evening,30m1h,Yes
eat,food,restaurant,morning|noon|afternoon|evening|nighttime,30m1h,Yes
order,biriyani,restaurant,noon|afternoon|evening|nighttime,30m1h,Yes
order,dinner,restaurant,evening,0m15m,Yes
pay,bill,restaurant,morning|noon|afternoon,0m15m,Yes
sit down,table,restaurant,morning|noon|afternoon|evening|nighttime,0m15m,Yes
talk,friend,restaurant,morning|noon|afternoon|evening|nighttime,30m1h,Yes
tip,waiter,restaurant,morning|noon|afternoon|evening|nighttime,0m15m,Yes
contract,roofing,roofing_contractor,morning|noon|afternoon,2h,No
deal,roofing,roofing_contractor,morning|noon|afternoon,none,No
fix,roof,roofing_contractor,morning|noon|afternoon|evening,2h,No
get,roofer,roofing_contractor,morning|noon,30m1h,No
measure,roof,roofing_contractor,morning|noon|afternoon|evening|nighttime,30m1h,Yes
obtain,estimate,roofing_contractor,morning|noon|afternoon,30m1h,Yes
purchase,decoration,roofing_contractor,noon,2h,Yes
roof,building,roofing_contractor,morning|noon|afternoon,2h,No
tar,roof,roofing_contractor,morning|noon|afternoon,2h,Yes
write,contract,roofing_contractor,morning|noon|afternoon,30m1h,No
book,vehicle,rv_park,morning|noon|afternoon|evening|nighttime,2h,No
check,engine,rv_park,morning|noon|afternoon|evening|nighttime,30m1h,Yes
drive,vacation,rv_park,morning|noon|afternoon|evening|nighttime,2h,Yes
grill,hamburger,rv_park,noon|afternoon|evening,15m30m,Yes
leave,recreational_vehicle,rv_park,morning|noon|evening|nighttime,2h,No
parallel-park,vehicle,rv_park,nighttime,2h,No
park,recreational_vehicle,rv_park,morning|noon|afternoon|evening|nighttime,none,No
set up,dawdler,rv_park,morning,1h2h,Yes
sleep,overnight,rv_park,evening|nighttime,2h,Yes
stay,car,rv_park,morning|noon|afternoon|evening|nighttime,2h,Yes
stay,vehicle,rv_park,nighttime,2h,No
attend,class,school,morning|noon|afternoon|evening,1h2h,Yes
learn,book,school,morning|noon|afternoon|evening|nighttime,1h2h,Yes
learn,grammar,school,morning|noon|afternoon|evening|nighttime,2h,Yes
learn,mathematics,school,morning|noon|afternoon|evening,30m1h,Yes
learn,mathematics,school,morning,30m1h,Yes
study,English,school,morning,1h2h,Yes
take,attendance,school,morning,0m15m,Yes
teach,student,school,morning|noon|afternoon,2h,Yes
teach,student,school,morning|noon|afternoon|evening,none,Yes
write,word,school,morning|noon|afternoon|evening,2h,Yes
buy,shoe,shoe_store,afternoon,1h2h,No
buy,shoe,shoe_store,morning|noon|afternoon,15m30m,No
buy,shoe,shoe_store,morning|noon|afternoon,15m30m,Yes
buy,shoe,shoe_store,morning|noon|afternoon|evening,0m15m,Yes
buy,shoe,shoe_store,afternoon,15m30m,No
go,shop,shoe_store,morning,30m1h,No
go,shopping,shoe_store,morning,2h,No
purchase,shoe,shoe_store,morning|noon|afternoon|evening,15m30m,Yes
purchase,shoe,shoe_store,evening,15m30m,No
sell,shoe,shoe_store,morning|noon|afternoon|evening|nighttime,0m15m,No
try on,shoe,shoe_store,morning|noon|afternoon,15m30m,Yes
browse,shop,shopping_mall,morning|noon|afternoon|evening,2h,Yes
buy,apparel,shopping_mall,morning|noon|afternoon|evening,30m1h,Yes
buy,food,shopping_mall,morning|noon|afternoon,30m1h,Yes
drink,coffee,shopping_mall,morning|noon|afternoon|evening,30m1h,Yes
purchase,clothing,shopping_mall,morning|noon|afternoon,1h2h,Yes
shop,apparel,shopping_mall,morning|noon|afternoon|evening,1h2h,Yes
shop,building,shopping_mall,afternoon,none,Yes
shop at,boutique,shopping_mall,morning|noon|afternoon|evening,15m30m,Yes
visit,food_court,shopping_mall,morning|noon|afternoon|evening,15m30m,Yes
work,occupation,shopping_mall,morning|noon|afternoon|evening,2h,Yes
associate,balneotherapy,spa,afternoon,1h2h,Yes
get,massage,spa,morning|noon|afternoon,30m1h,Yes
get,massage,spa,morning|evening|nighttime,30m1h,Yes
get,massage,spa,morning|noon|afternoon|evening,1h2h,Yes
massage,oil,spa,noon,1h2h,No
massage,oil,spa,morning,1h2h,No
mix,medicine,spa,morning|noon|afternoon|evening,1h2h,Yes
